Rank 	 Pose Confidence

1 	 0.879953145980835
2 	 0.805575966835022
3 	 0.7640252709388733
4 	 0.7520997524261475
5 	 0.7040713429450989
6 	 0.288478821516037
7 	 0.09591711312532425
8 	 -0.07009611278772354
9 	 -0.12193252891302109
10 	 -0.3960076570510864
11 	 -0.6612141728401184
12 	 -0.6803529858589172
13 	 -0.6905656456947327
14 	 -0.7753328680992126
15 	 -0.775436282157898
16 	 -0.83843594789505
17 	 -0.8834214210510254
18 	 -0.9196797013282776
19 	 -1.1688780784606934
20 	 -1.9705771207809448
