Rank 	 Pose Confidence

1 	 0.8588010668754578
2 	 0.6174303889274597
3 	 0.19099679589271545
4 	 0.09251020103693008
5 	 0.0755169615149498
6 	 0.020067118108272552
7 	 0.0003404170274734497
8 	 -0.36586329340934753
9 	 -0.38509371876716614
10 	 -0.6412098407745361
11 	 -0.6462187170982361
12 	 -1.030239224433899
13 	 -1.1451956033706665
14 	 -1.198813796043396
15 	 -1.574450135231018
16 	 -1.7847641706466675
17 	 -2.463841676712036
18 	 -2.669924020767212
19 	 -3.615028142929077
20 	 -4.576714515686035
