Rank 	 Pose Confidence

1 	 0.9557352662086487
2 	 0.8141881823539734
3 	 0.7292597889900208
4 	 0.6552483439445496
5 	 0.3637009561061859
6 	 0.36258649826049805
7 	 0.13481825590133667
8 	 -0.06572019308805466
9 	 -0.6632585525512695
10 	 -0.7968016862869263
11 	 -0.8813109993934631
12 	 -0.9035870432853699
13 	 -0.9100708365440369
14 	 -1.089880108833313
15 	 -1.7751542329788208
16 	 -1.8500365018844604
17 	 -2.0033092498779297
18 	 -3.1047139167785645
19 	 -3.8176918029785156
20 	 -4.203193664550781
