Rank 	 Pose Confidence

1 	 0.9083355069160461
2 	 0.8243299722671509
3 	 0.26994457840919495
4 	 0.2483709752559662
5 	 0.22888031601905823
6 	 0.1923457384109497
7 	 0.05412175506353378
8 	 0.007733933627605438
9 	 -0.10899601131677628
10 	 -0.12217708677053452
11 	 -0.1506064236164093
12 	 -0.2789790630340576
13 	 -0.4004617929458618
14 	 -0.9649143815040588
15 	 -1.3020358085632324
16 	 -1.3328372240066528
17 	 -1.4213229417800903
18 	 -1.960809588432312
19 	 -2.671773672103882
20 	 -3.0174038410186768
