Rank 	 Pose Confidence

1 	 0.8775606751441956
2 	 0.4296996295452118
3 	 0.07800357788801193
4 	 -0.022405259311199188
5 	 -0.053422145545482635
6 	 -0.1053420901298523
7 	 -0.20645678043365479
8 	 -0.31993532180786133
9 	 -0.32937729358673096
10 	 -0.34006595611572266
11 	 -0.36774662137031555
12 	 -0.37678441405296326
13 	 -0.39910709857940674
14 	 -0.417647123336792
15 	 -0.6122273206710815
16 	 -0.6365596652030945
17 	 -0.7636645436286926
18 	 -0.797132134437561
19 	 -0.8353590965270996
20 	 -1.331457257270813
