Rank 	 Pose Confidence

1 	 0.6142788529396057
2 	 0.580342710018158
3 	 0.5774761438369751
4 	 0.5566983222961426
5 	 0.5322625041007996
6 	 0.5211908221244812
7 	 0.5103140473365784
8 	 0.5058795809745789
9 	 0.5002893805503845
10 	 0.49963411688804626
11 	 0.47499558329582214
12 	 0.4592878520488739
13 	 0.41885027289390564
14 	 0.41364261507987976
15 	 0.3741218149662018
16 	 0.3434593677520752
17 	 0.3079184293746948
18 	 0.164398193359375
19 	 0.04131194204092026
20 	 -0.29587259888648987
