Rank 	 Pose Confidence

1 	 0.9532728791236877
2 	 0.6226951479911804
3 	 0.3822140395641327
4 	 0.28428933024406433
5 	 0.22352060675621033
6 	 0.20036077499389648
7 	 0.1337316930294037
8 	 0.07917178422212601
9 	 -0.724646806716919
10 	 -0.7488332390785217
11 	 -0.7697134017944336
12 	 -1.164328694343567
13 	 -1.623640537261963
14 	 -1.9057585000991821
15 	 -1.9111690521240234
16 	 -1.994768500328064
17 	 -2.1702330112457275
18 	 -2.9857075214385986
19 	 -3.114189386367798
20 	 -3.3734476566314697
