Rank 	 Pose Confidence

1 	 0.9114202260971069
2 	 0.6199787259101868
3 	 0.5569292902946472
4 	 0.4678560197353363
5 	 0.2574257254600525
6 	 0.23613446950912476
7 	 0.22095489501953125
8 	 0.1523975133895874
9 	 0.09184626489877701
10 	 0.018872343003749847
11 	 -0.059849075973033905
12 	 -0.13076689839363098
13 	 -0.3659663796424866
14 	 -0.4275844991207123
15 	 -0.4548051059246063
16 	 -0.6054671406745911
17 	 -0.6245723366737366
18 	 -1.1690281629562378
19 	 -1.3354721069335938
20 	 -2.4565794467926025
