Rank 	 Pose Confidence

1 	 1.054163932800293
2 	 0.6821707487106323
3 	 0.6339453458786011
4 	 0.6066780090332031
5 	 0.5751214027404785
6 	 0.5497220158576965
7 	 0.4854450523853302
8 	 0.4157903790473938
9 	 0.1531575322151184
10 	 0.0895068421959877
11 	 -0.034775204956531525
12 	 -0.09739893674850464
13 	 -0.2517194449901581
14 	 -0.3365088403224945
15 	 -0.600965678691864
16 	 -0.8944688439369202
17 	 -1.8219062089920044
18 	 -2.0957107543945312
19 	 -2.260848045349121
20 	 -3.3436806201934814
