Rank 	 Pose Confidence

1 	 0.8290715217590332
2 	 0.8044989705085754
3 	 0.6285771727561951
4 	 0.45522651076316833
5 	 0.4540647566318512
6 	 0.3425453305244446
7 	 0.30456995964050293
8 	 0.2782366871833801
9 	 0.22722375392913818
10 	 0.2064514458179474
11 	 0.0664420798420906
12 	 -0.10877523571252823
13 	 -0.3547397553920746
14 	 -0.5222006440162659
15 	 -0.7400802969932556
16 	 -0.8024690747261047
17 	 -0.8351624011993408
18 	 -1.4078975915908813
19 	 -1.515532374382019
20 	 -3.904876708984375
