Rank 	 Pose Confidence

1 	 0.841728687286377
2 	 0.7293499708175659
3 	 0.7232409119606018
4 	 0.7115358114242554
5 	 0.5906010270118713
6 	 0.5481375455856323
7 	 0.5438308715820312
8 	 0.5246972441673279
9 	 0.4956546127796173
10 	 0.4571886360645294
11 	 0.3908156752586365
12 	 0.3865215480327606
13 	 0.28001731634140015
14 	 0.12469322234392166
15 	 0.05674544721841812
16 	 -0.2323886752128601
17 	 -0.47601833939552307
18 	 -1.0520826578140259
19 	 -1.0551707744598389
20 	 -2.189100980758667
