Rank 	 Pose Confidence

1 	 0.8523851633071899
2 	 0.6340647339820862
3 	 0.035889632999897
4 	 -0.0078011974692344666
5 	 -0.06122792512178421
6 	 -0.13034141063690186
7 	 -0.13088840246200562
8 	 -0.18647217750549316
9 	 -0.1983495056629181
10 	 -0.2638995349407196
11 	 -0.3090783357620239
12 	 -0.31565237045288086
13 	 -0.4733898341655731
14 	 -0.4829675257205963
15 	 -0.48925548791885376
16 	 -0.49251529574394226
17 	 -0.743691086769104
18 	 -0.9028062224388123
19 	 -1.2416975498199463
20 	 -1.3722916841506958
