Rank 	 Pose Confidence

1 	 0.8433780074119568
2 	 0.7603766918182373
3 	 0.656730592250824
4 	 0.5871861577033997
5 	 0.5321934223175049
6 	 0.4915023744106293
7 	 0.4897362291812897
8 	 0.48839274048805237
9 	 0.24842122197151184
10 	 0.14081236720085144
11 	 0.10537160187959671
12 	 0.06584344059228897
13 	 -0.11123175919055939
14 	 -0.20898985862731934
15 	 -0.37281832098960876
16 	 -0.39461779594421387
17 	 -0.7039790153503418
18 	 -0.8011420965194702
19 	 -1.6959277391433716
20 	 -1.6975113153457642
