Rank 	 Pose Confidence

1 	 0.8382267951965332
2 	 0.10312286764383316
3 	 0.06657616049051285
4 	 -0.3388548195362091
5 	 -0.3395412564277649
6 	 -0.36405330896377563
7 	 -0.3691065013408661
8 	 -0.48030969500541687
9 	 -0.5760488510131836
10 	 -0.5834980010986328
11 	 -0.6037787795066833
12 	 -0.608976423740387
13 	 -0.6132156252861023
14 	 -0.6410602927207947
15 	 -0.6818057894706726
16 	 -0.6868860721588135
17 	 -0.7396712303161621
18 	 -0.8881353735923767
19 	 -1.0066841840744019
20 	 -2.5333690643310547
