Rank 	 Pose Confidence

1 	 0.8437576293945312
2 	 0.7565483450889587
3 	 0.6881206631660461
4 	 0.6262145638465881
5 	 0.6053242087364197
6 	 0.5789870619773865
7 	 0.5093880295753479
8 	 0.48984840512275696
9 	 0.46383193135261536
10 	 0.37206345796585083
11 	 0.36444559693336487
12 	 0.2933151423931122
13 	 0.22811704874038696
14 	 0.17617535591125488
15 	 0.10717161744832993
16 	 -0.25793972611427307
17 	 -0.3622710704803467
18 	 -0.41359013319015503
19 	 -0.7351910471916199
20 	 -1.2213579416275024
