Rank 	 Pose Confidence

1 	 0.8249469995498657
2 	 0.5998076796531677
3 	 0.22993186116218567
4 	 0.06148871034383774
5 	 0.02389916032552719
6 	 -0.07194787263870239
7 	 -0.07649727910757065
8 	 -0.23598548769950867
9 	 -0.2950468361377716
10 	 -0.3171060383319855
11 	 -0.32367560267448425
12 	 -0.3842013478279114
13 	 -0.5317729115486145
14 	 -0.637585461139679
15 	 -0.7307342290878296
16 	 -0.7672200798988342
17 	 -1.2008248567581177
18 	 -1.2201658487319946
19 	 -1.2358790636062622
20 	 -3.648503541946411
