Rank 	 Pose Confidence

1 	 0.8161009550094604
2 	 0.8115278482437134
3 	 0.8097555637359619
4 	 0.7836987376213074
5 	 0.7482014298439026
6 	 0.7373921275138855
7 	 0.7333282828330994
8 	 0.6831771731376648
9 	 0.6617329120635986
10 	 0.06384066492319107
11 	 -0.019978784024715424
12 	 -0.07675366848707199
13 	 -0.18876978754997253
14 	 -0.28781843185424805
15 	 -0.32110199332237244
16 	 -0.3663817346096039
17 	 -0.5693119168281555
18 	 -0.6331058144569397
19 	 -0.8269971609115601
20 	 -1.2151156663894653
