Rank 	 Pose Confidence

1 	 0.11149097234010696
2 	 0.10238654166460037
3 	 0.08944440633058548
4 	 0.0842040553689003
5 	 0.07820076495409012
6 	 -0.10879328846931458
7 	 -0.12989601492881775
8 	 -0.2237984836101532
9 	 -0.23835721611976624
10 	 -0.26785561442375183
11 	 -0.2880363464355469
12 	 -0.40466275811195374
13 	 -0.418250173330307
14 	 -0.43509408831596375
15 	 -0.4502203166484833
16 	 -0.4805867671966553
17 	 -0.5150465369224548
18 	 -0.5699278712272644
19 	 -0.6106192469596863
20 	 -0.7390186786651611
