Rank 	 Pose Confidence

1 	 0.2611994743347168
2 	 0.24152782559394836
3 	 0.17037099599838257
4 	 0.16408586502075195
5 	 0.06108740717172623
6 	 -0.011973239481449127
7 	 -0.019959628582000732
8 	 -0.19636693596839905
9 	 -0.269326388835907
10 	 -0.30947205424308777
11 	 -0.38056254386901855
12 	 -0.5679054260253906
13 	 -0.6421968340873718
14 	 -0.6804633736610413
15 	 -0.7923049926757812
16 	 -0.8576214909553528
17 	 -0.8913845419883728
18 	 -1.134027361869812
19 	 -1.2392834424972534
20 	 -2.785046339035034
