Rank 	 Pose Confidence

1 	 0.9759454131126404
2 	 0.5631188750267029
3 	 0.3667438328266144
4 	 0.3248048722743988
5 	 0.25723880529403687
6 	 0.21938300132751465
7 	 0.06730244308710098
8 	 0.06520722061395645
9 	 0.047864772379398346
10 	 -0.0020442232489585876
11 	 -0.07732721418142319
12 	 -0.19160771369934082
13 	 -0.20519131422042847
14 	 -0.35247913002967834
15 	 -0.5855250954627991
16 	 -0.8026453256607056
17 	 -0.872764527797699
18 	 -0.9110421538352966
19 	 -0.9333048462867737
20 	 -4.753702163696289
