Rank 	 Pose Confidence

1 	 0.9116925001144409
2 	 0.8942438364028931
3 	 0.7672927379608154
4 	 0.7013099193572998
5 	 0.6797913908958435
6 	 0.48140749335289
7 	 0.3291769325733185
8 	 0.2899706959724426
9 	 0.2867996096611023
10 	 0.11549321562051773
11 	 -0.029025860130786896
12 	 -0.16896629333496094
13 	 -0.20416507124900818
14 	 -0.37066176533699036
15 	 -0.6504018902778625
16 	 -1.1702191829681396
17 	 -1.538257360458374
18 	 -1.7490105628967285
19 	 -1.8634988069534302
20 	 -2.2908785343170166
