Rank 	 Pose Confidence

1 	 0.894362211227417
2 	 0.6715335249900818
3 	 0.6079296469688416
4 	 0.6037232875823975
5 	 0.5803775191307068
6 	 0.48664286732673645
7 	 0.47225114703178406
8 	 0.4329581558704376
9 	 0.2872602045536041
10 	 0.20554181933403015
11 	 -0.6190435290336609
12 	 -0.7070218920707703
13 	 -0.7695708274841309
14 	 -0.7756133675575256
15 	 -0.8109264969825745
16 	 -0.9977610111236572
17 	 -1.0119856595993042
18 	 -1.0142552852630615
19 	 -1.014371395111084
20 	 -1.027093529701233
