Rank 	 Pose Confidence

1 	 0.8413411378860474
2 	 0.7539727687835693
3 	 0.07643378525972366
4 	 0.008946113288402557
5 	 -0.2543785870075226
6 	 -0.2665707468986511
7 	 -0.3142711818218231
8 	 -0.35636064410209656
9 	 -0.4259971082210541
10 	 -0.48457419872283936
11 	 -0.49399325251579285
12 	 -0.517634391784668
13 	 -0.6245712041854858
14 	 -0.7486470341682434
15 	 -0.7500983476638794
16 	 -0.9127190709114075
17 	 -1.0744383335113525
18 	 -1.1751749515533447
19 	 -1.2129335403442383
20 	 -2.6312029361724854
