Rank 	 Pose Confidence

1 	 0.8632471561431885
2 	 0.6705467104911804
3 	 0.5297185778617859
4 	 -0.07893995195627213
5 	 -0.19532975554466248
6 	 -0.4161793887615204
7 	 -0.456441730260849
8 	 -0.47594109177589417
9 	 -0.5411524176597595
10 	 -0.578342854976654
11 	 -0.7131698131561279
12 	 -2.0211069583892822
13 	 -2.3991544246673584
14 	 -2.479301691055298
15 	 -3.058309316635132
16 	 -3.4117112159729004
17 	 -3.484848737716675
18 	 -3.9949285984039307
19 	 -4.266246795654297
20 	 -4.560797691345215
