Rank 	 Pose Confidence

1 	 0.825505793094635
2 	 0.8007149696350098
3 	 0.7006829977035522
4 	 0.6484686136245728
5 	 0.5150387287139893
6 	 0.4518633186817169
7 	 0.37931495904922485
8 	 0.37343087792396545
9 	 0.3657098412513733
10 	 0.2732292115688324
11 	 0.2347295880317688
12 	 0.1952802836894989
13 	 0.19518128037452698
14 	 0.10547899454832077
15 	 -0.0023266300559043884
16 	 -0.37633493542671204
17 	 -0.635652482509613
18 	 -0.6432257294654846
19 	 -0.6641806364059448
20 	 -1.5073729753494263
