original_smiles,generated_smiles,qed_score,tanimoto_similarity,min_sim_param,mw,logp,hba,hbd,tpsa,rotatable_bonds
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,Cc1oc(=O)c2c(c1C(=O)O)[C@H](c1cccs1)N[C@H](C(=O)O)C2,0.7758047076213225,0.23170731707317074,0.1,335.3370000000001,1.39622,6,3,116.84000000000002,3
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,COC(=O)C1C[C@H]2OC(C)(C)CN(Cc3cncs3)[C@H]2C1,0.8001090758070665,0.16853932584269662,0.1,310.41900000000004,2.0740999999999996,6,0,51.660000000000004,3
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,COC(=O)C1=C(C)OC2=C(C(=O)OC(C)C)[C@H](c3sccc3C)NC(=O)C[C@H]21,0.7748352198824813,0.2,0.1,405.4720000000001,2.916620000000001,7,1,90.93,4
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,CC(=O)OC1CCC(N2C(=O)[C@H](CC(=O)O)SC2=Nc2cccc(Cl)c2)CC1,0.7249126216189475,0.21978021978021978,0.1,424.9060000000002,3.6205000000000016,6,1,96.27,5
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,COC(=O)C1=C(CC(=O)O)C(=O)[C@@H]2[C@@H](CC(=O)O)SC(=Nc3ccccc3)N12,0.6751248899268287,0.22093023255813954,0.1,404.4000000000001,1.4192999999999998,7,2,133.57000000000002,6
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,COC(=O)CSC1=C(C(=O)OC(C)C)[C@H](c2ccsc2)NC(=O)N1,0.7456308402437313,0.19101123595505617,0.1,370.452,2.1713999999999998,7,2,93.73000000000002,6
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,CC(=O)COC(=O)CN1C(=O)N(Cc2cccs2)C(=O)[C@H]2CCC[C@H]21,0.7190351780387738,0.3375,0.1,364.4230000000002,1.8131999999999997,6,0,83.99000000000001,6
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,C[C@H]1N(CC(=O)OCC(=O)O)C(=O)C(C)(C)N1C(=O)Cc1cscn1,0.7072401641474494,0.17777777777777778,0.1,369.39900000000006,0.10879999999999979,7,1,117.11,6
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,COC(=O)C1=C(C(=O)OCc2cccs2)N2C[C@@H](C)C(=O)N=C2S[C@@H]1C,0.7237673451285929,0.3132530120481928,0.1,394.4740000000001,2.1879999999999997,8,0,85.27000000000001,4
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,CC(=O)OCC1=C(C(=O)C2CCCC2)N2C(=O)[C@@H](Cc3ccccc3)N=C2S1,0.6885634933125683,0.2823529411764706,0.1,398.4840000000001,3.0767000000000015,6,0,76.04,6
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,C[C@@H]1C(=O)N(NC(=O)CSc2ccccc2)C2(CCCC2)[C@@H]1C(=O)O,0.7851095569628577,0.20481927710843373,0.4,362.45100000000025,2.3018,4,2,86.71000000000001,5
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,COC(=O)C1=C(SCC(=O)O)[C@@H](c2cccs2)NC(=O)N[C@H]1Cc1cccs1,0.5742114696888083,0.27058823529411763,0.4,438.55200000000013,3.019700000000001,7,3,104.73000000000002,7
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,CC1(C)C(=O)CCN2C(=S)N(CCc3cccs3)C(=O)[C@@H]21,0.7991557278971614,0.24691358024691357,0.4,322.45500000000004,2.0873,4,0,40.620000000000005,3
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,O=C1CC2(CCCCC2)[C@H](C(=O)O)N(C(=O)Cc2cccs2)N1,0.8832255035081679,0.2911392405063291,0.4,336.413,1.9578,4,2,86.71000000000001,3
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,CC1(C)C[C@H]([C@@H]2C(=O)N(Cc3cccs3)C(=S)N2CCC(N)=O)C(=O)O1,0.5758581839375256,0.25,0.4,395.5060000000002,1.2629,6,1,92.94000000000001,6
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,CC(C)OCC(=O)N1CCC(C)(NC(=O)Cc2cncnc2)CC1,0.836880723373575,0.14772727272727273,0.4,334.4200000000001,0.9414000000000009,5,1,84.42,6
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,CC1=C(C(=O)O)C(=O)N(CCc2ccsc2)C(C)(C)C1=O,0.861918219008922,0.1686746987951807,0.4,307.37100000000004,1.8815999999999997,4,1,74.68,4
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,C[C@@H]1CC(CC(=O)NNC(=S)NCc2cccs2)C[C@@H](C)C1(F)F,0.5573280703270198,0.2716049382716049,0.4,375.5100000000001,3.4510000000000023,3,3,53.160000000000004,4
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,CC1=C[C@H]2C(=O)OCC(=O)N2C(=NC(=O)Cc2ccsc2)S1,0.7665301249673807,0.19101123595505617,0.4,336.394,1.5777999999999999,6,0,76.04,2
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,CC1=C(C(=O)O)[C@H](C(=O)O)[C@@H]2CCCCN2C(=S)N1Cc1cccs1,0.7774944468541299,0.26506024096385544,0.4,380.49100000000004,2.762500000000002,4,2,81.07999999999998,4
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,O=C(CSc1cccs1)N[C@@H]1CCN(C(=O)OC2CCC(C(=O)O)CC2)C1,0.6977747654284743,0.23863636363636365,0.7,412.53300000000024,2.8107000000000006,6,2,95.94000000000001,6
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,O=C(C[C@@H]1SC2=C(CC(C(=O)O)CC2)NC1=O)c1cccs1,0.8253788292893116,0.19767441860465115,0.7,337.422,2.6488000000000005,5,2,83.47,4
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,C[C@H](NC(=O)CSc1ccccc1)C(=O)N1CCOC2(CC1)CC(C(=O)O)C2,0.6992670369806734,0.1978021978021978,0.7,406.5040000000003,1.7656999999999994,5,2,95.94000000000001,6
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,O=C(O)CSCC(=O)N[C@H](Cc1cccs1)C(=O)O,0.6521914844405617,0.273972602739726,0.7,303.36100000000005,0.6777999999999995,5,3,103.7,8
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,O=C(CSc1cccs1)NN1C(=O)C2=C(CCCC2)C1=O,0.6809236811688848,0.23376623376623376,0.7,322.4110000000001,2.1108,5,1,66.48,4
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,COC(=O)C[C@H]1S[C@H](C(=O)NNC(=O)Cc2cccs2)C2(CCCC2)OC1=O,0.5398955399049151,0.3253012048192771,0.7,426.5160000000003,1.3411000000000004,8,2,110.80000000000001,5
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,COC(=O)COC(=O)Cc1ccccc1NC(N)=O,0.7514910024525575,0.17105263157894737,0.7,266.25300000000004,0.4358999999999999,5,2,107.72,5
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,Cc1cc(C)c(SCC(=O)N2CCC3(CC2)CC(C(=O)O)=NO3)c(C)c1,0.8175891361281535,0.1348314606741573,0.7,376.47800000000007,2.9260600000000014,5,1,79.2,4
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,COC(=O)C1=C(C)C(C(=O)O)=C2C(=O)c3sccc3[C@H](O)[C@H]2S1,0.7842560235969068,0.20481927710843373,0.7,352.389,1.9214,7,2,100.90000000000002,2
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,O=C(COC(=O)C12CCC(C(=O)O)(CC1)CC2)c1cccs1,0.6657250912299196,0.2465753424657534,0.7,322.38199999999995,2.8992000000000013,5,1,80.67,5
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,CC(C)n1nnnc1CN1C(=O)[C@H]2[C@@H](C1=O)S(=O)(=O)C[C@H]2c1ccc(O)cc1,0.7037182763609098,0.21052631578947367,0.1,405.43600000000015,0.025400000000000145,9,1,135.35,4
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,COC(=O)C1=C(C(=O)NNC(=O)c2ccccc2)[C@@H]2c3ccc(OC)cc3C[C@H]2S1,0.5781123688489798,0.14285714285714285,0.1,424.4780000000002,2.3386000000000005,6,2,93.73,4
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,COC(=O)C1=C(C)OC2=C(CN3C[C@H](NC(=O)c4ccccc4)[C@H](O)[C@@H]3C2=O)S1,0.6972861292669723,0.16831683168316833,0.1,416.45500000000004,0.7922999999999996,8,2,105.17000000000002,3
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,COC(=O)C1=C(C)N=C2S[C@@H](CC(=O)Nc3ccccc3)C(=O)N2[C@H]1c1ccccc1O,0.6760568097108858,0.20202020202020202,0.1,451.50400000000013,3.222700000000002,7,2,108.29999999999998,5
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,COC(=O)NNC(=O)CN1C(=O)SC2(CCSCC2)C1=O,0.7018642683766799,0.11956521739130435,0.1,333.3910000000001,0.33480000000000043,7,2,104.81,2
