Rank 	 Pose Confidence

1 	 0.8844776749610901
2 	 0.807706356048584
3 	 0.5604352355003357
4 	 0.5058320760726929
5 	 0.4799661338329315
6 	 0.3367915749549866
7 	 -0.04157920181751251
8 	 -0.14650321006774902
9 	 -0.3192030191421509
10 	 -0.8617531061172485
11 	 -0.9199485182762146
12 	 -1.0068960189819336
13 	 -1.0900466442108154
14 	 -1.1602593660354614
15 	 -1.2113146781921387
16 	 -1.2577458620071411
17 	 -1.4935590028762817
18 	 -2.03314208984375
19 	 -2.1296236515045166
20 	 -4.712815761566162
