Rank 	 Pose Confidence

1 	 0.282426118850708
2 	 0.16139444708824158
3 	 0.13410067558288574
4 	 0.11724147945642471
5 	 0.07807556539773941
6 	 0.021355099976062775
7 	 0.017587430775165558
8 	 -0.01158546656370163
9 	 -0.038872115314006805
10 	 -0.06391862779855728
11 	 -0.07555491477251053
12 	 -0.08403252810239792
13 	 -0.17595097422599792
14 	 -0.19919046759605408
15 	 -0.22937950491905212
16 	 -0.24090808629989624
17 	 -0.24142378568649292
18 	 -0.31968897581100464
19 	 -0.44870811700820923
20 	 -0.5103175640106201
