Rank 	 Pose Confidence

1 	 0.8455796241760254
2 	 0.8022503852844238
3 	 0.6951523423194885
4 	 0.6797949075698853
5 	 0.6759538054466248
6 	 0.629753589630127
7 	 0.560232937335968
8 	 0.2606562077999115
9 	 0.2483627200126648
10 	 0.09480712562799454
11 	 0.00875980406999588
12 	 -0.1850593537092209
13 	 -0.23982509970664978
14 	 -0.3746737241744995
15 	 -0.43306201696395874
16 	 -0.5677036046981812
17 	 -0.6688511967658997
18 	 -0.7371795773506165
19 	 -0.9097365140914917
20 	 -4.29601526260376
