Rank 	 Pose Confidence

1 	 0.8229311108589172
2 	 0.23557400703430176
3 	 0.189620703458786
4 	 0.12424967437982559
5 	 -0.30585378408432007
6 	 -0.3223523497581482
7 	 -0.42123153805732727
8 	 -0.6316395401954651
9 	 -0.6818208694458008
10 	 -0.7347866892814636
11 	 -0.7387888431549072
12 	 -0.8306454420089722
13 	 -0.9023623466491699
14 	 -1.1593844890594482
15 	 -1.537386417388916
16 	 -1.538617730140686
17 	 -1.5440903902053833
18 	 -1.6301541328430176
19 	 -3.286844491958618
20 	 -3.3610832691192627
