Rank 	 Pose Confidence

1 	 0.8799876570701599
2 	 0.7061330080032349
3 	 0.6527202725410461
4 	 0.6060133576393127
5 	 0.5131476521492004
6 	 0.4236542880535126
7 	 0.39049312472343445
8 	 0.37094148993492126
9 	 0.23553213477134705
10 	 0.21070680022239685
11 	 -0.21029892563819885
12 	 -0.230137437582016
13 	 -0.38658806681632996
14 	 -0.4777694046497345
15 	 -0.5959314703941345
16 	 -0.7554346323013306
17 	 -0.7919824719429016
18 	 -0.804422914981842
19 	 -0.8617271780967712
20 	 -1.6612759828567505
