Rank 	 Pose Confidence

1 	 0.8664410710334778
2 	 0.8552319407463074
3 	 0.7234006524085999
4 	 0.7034255266189575
5 	 0.6879873871803284
6 	 0.6025200486183167
7 	 0.5673120617866516
8 	 0.5071092844009399
9 	 0.48776474595069885
10 	 0.4862354099750519
11 	 0.4029256999492645
12 	 0.11472619324922562
13 	 0.006002314388751984
14 	 -0.5375121831893921
15 	 -0.7664777040481567
16 	 -0.7729707360267639
17 	 -1.6695525646209717
18 	 -2.067067861557007
19 	 -2.1905927658081055
20 	 -2.3064534664154053
