Rank 	 Pose Confidence

1 	 0.8603761196136475
2 	 0.7935124039649963
3 	 0.5833792090415955
4 	 0.49900421500205994
5 	 0.4044102132320404
6 	 0.3257676661014557
7 	 0.27576056122779846
8 	 0.27197787165641785
9 	 0.21849501132965088
10 	 0.18622389435768127
11 	 0.17511680722236633
12 	 -0.012986399233341217
13 	 -0.057302333414554596
14 	 -0.07694701105356216
15 	 -0.3665838837623596
16 	 -0.6588188409805298
17 	 -0.827730119228363
18 	 -0.840083122253418
19 	 -1.047253131866455
20 	 -1.085120677947998
