Rank 	 Pose Confidence

1 	 0.4692685902118683
2 	 0.4618241488933563
3 	 0.4447874128818512
4 	 0.42723968625068665
5 	 0.3646800220012665
6 	 0.36373358964920044
7 	 0.356058806180954
8 	 0.33962002396583557
9 	 0.2971811294555664
10 	 0.2961929738521576
11 	 0.29547762870788574
12 	 0.28540006279945374
13 	 0.2836700975894928
14 	 0.2505699694156647
15 	 0.24363788962364197
16 	 0.23092308640480042
17 	 0.19426867365837097
18 	 0.1926344931125641
19 	 0.12197507172822952
20 	 0.09963303059339523
