Rank 	 Pose Confidence

1 	 0.9026539921760559
2 	 0.7697082757949829
3 	 0.36785420775413513
4 	 0.3104201555252075
5 	 0.28726926445961
6 	 0.25513675808906555
7 	 0.2385176718235016
8 	 0.20741263031959534
9 	 0.031033821403980255
10 	 -0.06379840523004532
11 	 -0.07870093733072281
12 	 -0.185066819190979
13 	 -0.20803424715995789
14 	 -0.4743482172489166
15 	 -0.5143364667892456
16 	 -0.7113823890686035
17 	 -1.1494035720825195
18 	 -1.3096073865890503
19 	 -1.4730854034423828
20 	 -3.451449394226074
