Rank 	 Pose Confidence

1 	 0.8600884675979614
2 	 0.36951974034309387
3 	 0.3342550992965698
4 	 0.17595502734184265
5 	 0.09429190307855606
6 	 -0.13488340377807617
7 	 -0.14870792627334595
8 	 -0.21562206745147705
9 	 -0.3341958224773407
10 	 -0.3638016879558563
11 	 -0.43760550022125244
12 	 -0.45242270827293396
13 	 -0.6345434188842773
14 	 -0.6592478156089783
15 	 -0.834136962890625
16 	 -0.8417866230010986
17 	 -0.8797838091850281
18 	 -0.9609037637710571
19 	 -0.9942418336868286
20 	 -3.6044342517852783
