Rank 	 Pose Confidence

1 	 0.8554472327232361
2 	 0.8067806363105774
3 	 0.797760546207428
4 	 0.6775490045547485
5 	 0.5796605944633484
6 	 0.5138574242591858
7 	 0.5066784024238586
8 	 0.4180677831172943
9 	 0.20752602815628052
10 	 0.171719491481781
11 	 -0.009719699621200562
12 	 -0.11074986308813095
13 	 -0.2506156861782074
14 	 -0.42221885919570923
15 	 -0.5308085680007935
16 	 -0.588089108467102
17 	 -0.9059696793556213
18 	 -0.9123349189758301
19 	 -1.6603196859359741
20 	 -2.482205390930176
