Rank 	 Pose Confidence

1 	 0.6200116276741028
2 	 0.5848419070243835
3 	 0.5674974322319031
4 	 0.5336906313896179
5 	 0.4733755886554718
6 	 0.3293044865131378
7 	 0.32629987597465515
8 	 0.24865713715553284
9 	 0.2463102638721466
10 	 0.16111958026885986
11 	 0.1385526955127716
12 	 -0.03593965619802475
13 	 -0.5303572416305542
14 	 -0.8501896262168884
15 	 -0.9057069420814514
16 	 -0.9192883372306824
17 	 -1.169045329093933
18 	 -1.3628796339035034
19 	 -1.4396661520004272
20 	 -1.9241282939910889
