Rank 	 Pose Confidence

1 	 0.8487099409103394
2 	 0.7422094941139221
3 	 0.7266073822975159
4 	 0.6765078902244568
5 	 0.6470157504081726
6 	 0.5731439590454102
7 	 0.390302836894989
8 	 0.37823835015296936
9 	 0.34809640049934387
10 	 0.33506298065185547
11 	 0.2718254029750824
12 	 0.2607993483543396
13 	 0.24564340710639954
14 	 0.20850414037704468
15 	 -0.1896657645702362
16 	 -0.4754936695098877
17 	 -0.48349156975746155
18 	 -0.6283869743347168
19 	 -0.7482843995094299
20 	 -1.191775918006897
