Rank 	 Pose Confidence

1 	 1.1862419843673706
2 	 1.1552387475967407
3 	 1.0769304037094116
4 	 1.0651918649673462
5 	 1.0332450866699219
6 	 0.9646918177604675
7 	 0.94163578748703
8 	 0.9205439686775208
9 	 0.9042158722877502
10 	 0.886900007724762
11 	 0.8557328581809998
12 	 0.15416082739830017
13 	 -1.453299880027771
14 	 -1.5555706024169922
15 	 -1.5858231782913208
16 	 -1.6420607566833496
17 	 -1.7597646713256836
18 	 -1.9053571224212646
19 	 -2.1144466400146484
20 	 -2.2273736000061035
