Rank 	 Pose Confidence

1 	 0.3701816499233246
2 	 0.3379649519920349
3 	 0.3111158013343811
4 	 0.2961744964122772
5 	 0.2929060757160187
6 	 0.19877341389656067
7 	 0.19869104027748108
8 	 0.1660759449005127
9 	 0.1621699035167694
10 	 0.15743228793144226
11 	 0.12644115090370178
12 	 0.12405294924974442
13 	 0.10016951709985733
14 	 0.06883373111486435
15 	 -0.05613470822572708
16 	 -0.0598142072558403
17 	 -0.5023592114448547
18 	 -0.6488890051841736
19 	 -0.7491710186004639
20 	 -0.7811209559440613
