Rank 	 Pose Confidence

1 	 0.8286752104759216
2 	 0.7403876781463623
3 	 0.7392982840538025
4 	 0.7128823399543762
5 	 0.6931018233299255
6 	 0.6406322717666626
7 	 0.6166172623634338
8 	 0.39437034726142883
9 	 0.3156922161579132
10 	 0.24584034085273743
11 	 -0.12366034835577011
12 	 -0.35858455300331116
13 	 -0.40526965260505676
14 	 -0.4519902169704437
15 	 -0.4654114544391632
16 	 -0.5326791405677795
17 	 -0.5780300498008728
18 	 -0.5793996453285217
19 	 -0.6009995341300964
20 	 -0.6660808324813843
