Rank 	 Pose Confidence

1 	 0.8594277501106262
2 	 0.5182878375053406
3 	 0.4379957616329193
4 	 0.41364216804504395
5 	 0.2597752809524536
6 	 0.2353125810623169
7 	 0.13776421546936035
8 	 -0.034651823341846466
9 	 -0.08614327758550644
10 	 -0.09723202884197235
11 	 -0.22619006037712097
12 	 -0.8110619187355042
13 	 -0.9807566404342651
14 	 -1.0249336957931519
15 	 -1.0751502513885498
16 	 -1.2283152341842651
17 	 -2.510279893875122
18 	 -2.5431394577026367
19 	 -2.8567955493927
20 	 -2.937929153442383
