Rank 	 Pose Confidence

1 	 0.8377386331558228
2 	 0.3767773509025574
3 	 0.3580774962902069
4 	 0.3452901542186737
5 	 0.21682056784629822
6 	 0.19076278805732727
7 	 0.11346539109945297
8 	 0.09748152643442154
9 	 0.08799061924219131
10 	 0.04269298166036606
11 	 -0.0730096697807312
12 	 -0.11363535374403
13 	 -0.16939017176628113
14 	 -0.17690476775169373
15 	 -0.27135977149009705
16 	 -0.40708234906196594
17 	 -0.4912959039211273
18 	 -0.5525298714637756
19 	 -0.5616069436073303
20 	 -0.5916259288787842
