Rank 	 Pose Confidence

1 	 1.146438717842102
2 	 1.0169192552566528
3 	 0.9029980897903442
4 	 0.8722918033599854
5 	 0.8592722415924072
6 	 0.8333024978637695
7 	 0.825550377368927
8 	 0.8161281943321228
9 	 0.7254622578620911
10 	 0.7223162651062012
11 	 0.5638599991798401
12 	 0.09538065642118454
13 	 -0.7477850914001465
14 	 -0.9992997646331787
15 	 -1.277680516242981
16 	 -1.3748631477355957
17 	 -1.584646463394165
18 	 -1.6773918867111206
19 	 -2.0568277835845947
20 	 -2.5077664852142334
