Rank 	 Pose Confidence

1 	 0.9031232595443726
2 	 0.5368003249168396
3 	 0.421549528837204
4 	 0.3368909955024719
5 	 0.210495263338089
6 	 0.20241102576255798
7 	 0.03537584841251373
8 	 0.02868276834487915
9 	 -0.08480191975831985
10 	 -0.19943946599960327
11 	 -0.344612717628479
12 	 -0.4091698229312897
13 	 -0.5266698002815247
14 	 -0.7141281366348267
15 	 -0.7573738098144531
16 	 -1.13251531124115
17 	 -1.4652961492538452
18 	 -1.808099627494812
19 	 -2.675560235977173
20 	 -3.311072587966919
