Rank 	 Pose Confidence

1 	 0.8506799340248108
2 	 0.6828125715255737
3 	 0.6637556552886963
4 	 0.6546012163162231
5 	 0.6309744715690613
6 	 0.6080382466316223
7 	 0.45919302105903625
8 	 0.4116341471672058
9 	 0.4093738794326782
10 	 0.4030362069606781
11 	 0.3644324839115143
12 	 0.3155500888824463
13 	 0.23050948977470398
14 	 0.17354059219360352
15 	 0.14497041702270508
16 	 -0.48269709944725037
17 	 -0.5320225954055786
18 	 -0.5675141215324402
19 	 -0.6228905320167542
20 	 -0.7534227967262268
