Rank 	 Pose Confidence

1 	 0.8454145789146423
2 	 0.5087156295776367
3 	 0.11958114057779312
4 	 -0.6046242713928223
5 	 -0.711347222328186
6 	 -0.7744327187538147
7 	 -0.8320631980895996
8 	 -0.9827997088432312
9 	 -0.9986901879310608
10 	 -1.0723956823349
11 	 -1.1097358465194702
12 	 -1.1526445150375366
13 	 -1.2547041177749634
14 	 -1.5289174318313599
15 	 -1.6400221586227417
16 	 -2.711463451385498
17 	 -2.7773475646972656
18 	 -2.795328378677368
19 	 -3.925027370452881
20 	 -3.963028907775879
