Rank 	 Pose Confidence

1 	 0.9438794255256653
2 	 0.45357897877693176
3 	 0.2620426118373871
4 	 0.22482037544250488
5 	 0.2112812101840973
6 	 0.16969576478004456
7 	 0.15733778476715088
8 	 0.15702325105667114
9 	 0.14667412638664246
10 	 0.14351016283035278
11 	 0.08819758147001266
12 	 0.05944714695215225
13 	 0.050198860466480255
14 	 0.026258789002895355
15 	 -0.07394876331090927
16 	 -0.08478646725416183
17 	 -0.43182507157325745
18 	 -0.8528532385826111
19 	 -1.0663208961486816
20 	 -1.3771088123321533
