Rank 	 Pose Confidence

1 	 0.6614853143692017
2 	 0.502231240272522
3 	 0.4935828149318695
4 	 0.4736534655094147
5 	 0.4551348388195038
6 	 0.42758414149284363
7 	 0.426279217004776
8 	 0.41500943899154663
9 	 0.4047834277153015
10 	 0.3957788646221161
11 	 0.39187249541282654
12 	 0.3912931978702545
13 	 0.3711616098880768
14 	 0.3675280511379242
15 	 0.25240692496299744
16 	 0.2505917251110077
17 	 0.13820630311965942
18 	 0.12399231642484665
19 	 0.08844064921140671
20 	 0.05348605662584305
