Rank 	 Pose Confidence

1 	 0.8487149477005005
2 	 0.742892861366272
3 	 0.7418109178543091
4 	 0.7137427926063538
5 	 0.3915434777736664
6 	 0.2685430645942688
7 	 0.05311179906129837
8 	 0.007886327803134918
9 	 -0.043078888207674026
10 	 -0.10984696447849274
11 	 -0.1232941597700119
12 	 -0.15922805666923523
13 	 -0.2629299759864807
14 	 -0.49592047929763794
15 	 -0.5401607155799866
16 	 -0.5529055595397949
17 	 -0.7158955931663513
18 	 -0.839438259601593
19 	 -0.9629715085029602
20 	 -3.976155996322632
