Rank 	 Pose Confidence

1 	 0.8875097632408142
2 	 0.6235812306404114
3 	 0.4720047414302826
4 	 -0.2715340852737427
5 	 -0.2764180898666382
6 	 -0.35419154167175293
7 	 -0.35567378997802734
8 	 -0.5701152682304382
9 	 -0.6112937331199646
10 	 -0.6161912083625793
11 	 -0.6249976754188538
12 	 -0.6653506755828857
13 	 -0.7526891827583313
14 	 -0.8484670519828796
15 	 -0.9075836539268494
16 	 -0.9219728112220764
17 	 -0.9483649730682373
18 	 -0.9976543188095093
19 	 -2.513137102127075
20 	 -3.9984467029571533
