Rank 	 Pose Confidence

1 	 0.867927610874176
2 	 0.4622381627559662
3 	 0.4145127832889557
4 	 0.10517267137765884
5 	 -0.06500213593244553
6 	 -0.3739173114299774
7 	 -0.5286337733268738
8 	 -0.6127002835273743
9 	 -0.8843961358070374
10 	 -0.9279468655586243
11 	 -0.9739062190055847
12 	 -1.012616515159607
13 	 -1.102523684501648
14 	 -1.1502422094345093
15 	 -1.4650028944015503
16 	 -1.6475578546524048
17 	 -1.6697081327438354
18 	 -1.7331937551498413
19 	 -1.8202606439590454
20 	 -2.691757917404175
