Rank 	 Pose Confidence

1 	 0.2514989376068115
2 	 0.2180158793926239
3 	 0.18340924382209778
4 	 0.161647766828537
5 	 0.13667282462120056
6 	 0.10245788842439651
7 	 0.09815170615911484
8 	 0.0797066017985344
9 	 0.012439645826816559
10 	 0.01094827800989151
11 	 -0.016512446105480194
12 	 -0.06664647907018661
13 	 -0.08822499215602875
14 	 -0.09215082228183746
15 	 -0.19984455406665802
16 	 -0.20570766925811768
17 	 -0.2125299572944641
18 	 -0.25827857851982117
19 	 -0.33015432953834534
20 	 -0.5276093482971191
