Rank 	 Pose Confidence

1 	 0.9363879561424255
2 	 0.7558355331420898
3 	 0.7342455387115479
4 	 0.3376484811306
5 	 0.2972978353500366
6 	 0.29180556535720825
7 	 0.24239501357078552
8 	 0.15474510192871094
9 	 0.1326647400856018
10 	 0.11447928100824356
11 	 0.10653053969144821
12 	 0.07921794801950455
13 	 0.021722890436649323
14 	 -0.04905397444963455
15 	 -0.22525936365127563
16 	 -0.2570788264274597
17 	 -0.5515031218528748
18 	 -0.6764543056488037
19 	 -0.7541933059692383
20 	 -0.9284209609031677
