Rank 	 Pose Confidence

1 	 0.4640583097934723
2 	 0.46395328640937805
3 	 0.4224473536014557
4 	 0.42058616876602173
5 	 0.357931524515152
6 	 0.3443611264228821
7 	 0.33554500341415405
8 	 0.33241045475006104
9 	 0.33027032017707825
10 	 0.31723812222480774
11 	 0.3060500919818878
12 	 0.28334906697273254
13 	 0.26665881276130676
14 	 0.26362621784210205
15 	 0.2536756992340088
16 	 0.22100859880447388
17 	 -0.14148995280265808
18 	 -0.19244536757469177
19 	 -0.3983900249004364
20 	 -0.47087225317955017
