Rank 	 Pose Confidence

1 	 0.30092906951904297
2 	 0.26026836037635803
3 	 0.24395522475242615
4 	 0.22367805242538452
5 	 0.2097625434398651
6 	 0.19883453845977783
7 	 0.19397395849227905
8 	 0.18565890192985535
9 	 0.17088580131530762
10 	 0.15582409501075745
11 	 0.15018337965011597
12 	 0.14795640110969543
13 	 0.09214069694280624
14 	 0.07569659501314163
15 	 0.061899952590465546
16 	 0.06120099872350693
17 	 0.025298915803432465
18 	 -0.004059337079524994
19 	 -0.2692021429538727
20 	 -0.4846970736980438
