Rank 	 Pose Confidence

1 	 0.8820618391036987
2 	 0.5439452528953552
3 	 0.4576926529407501
4 	 0.3762646019458771
5 	 0.258118212223053
6 	 0.21389809250831604
7 	 0.12323120981454849
8 	 -0.08741051703691483
9 	 -0.14170116186141968
10 	 -0.4598122239112854
11 	 -0.5148186683654785
12 	 -0.8213230967521667
13 	 -1.5804486274719238
14 	 -1.8211917877197266
15 	 -1.901160717010498
16 	 -1.995395302772522
17 	 -2.9164698123931885
18 	 -2.9580941200256348
19 	 -3.8793320655822754
20 	 -4.010143756866455
