Rank 	 Pose Confidence

1 	 0.8258631229400635
2 	 0.6769904494285583
3 	 0.4113994836807251
4 	 0.37864068150520325
5 	 0.32615312933921814
6 	 0.3050699532032013
7 	 0.2631470859050751
8 	 0.256481409072876
9 	 0.22438126802444458
10 	 0.21593433618545532
11 	 0.12500643730163574
12 	 0.11267917603254318
13 	 0.10440843552350998
14 	 -0.11493552476167679
15 	 -0.6664398908615112
16 	 -0.6973340511322021
17 	 -0.7028905153274536
18 	 -0.7166286110877991
19 	 -0.7498639822006226
20 	 -1.166670322418213
