Rank 	 Pose Confidence

1 	 0.8340763449668884
2 	 0.5968722701072693
3 	 0.4605710208415985
4 	 0.4512661397457123
5 	 0.42902401089668274
6 	 0.340456485748291
7 	 0.20755523443222046
8 	 0.12253312021493912
9 	 -0.2097017765045166
10 	 -0.23038077354431152
11 	 -0.2963988482952118
12 	 -0.3709850013256073
13 	 -0.40700238943099976
14 	 -0.48516640067100525
15 	 -0.49157437682151794
16 	 -0.5425156354904175
17 	 -0.6419188976287842
18 	 -0.8769607543945312
19 	 -1.2645384073257446
20 	 -2.632020950317383
