Rank 	 Pose Confidence

1 	 0.9151518940925598
2 	 0.6136960387229919
3 	 -0.07798031717538834
4 	 -0.315498411655426
5 	 -0.3180866539478302
6 	 -0.32287585735321045
7 	 -0.39862897992134094
8 	 -0.4018782377243042
9 	 -0.43953752517700195
10 	 -0.5965497493743896
11 	 -0.6007612347602844
12 	 -0.7180964946746826
13 	 -0.7188237309455872
14 	 -0.8194307684898376
15 	 -0.8481309413909912
16 	 -0.8900337815284729
17 	 -0.9457143545150757
18 	 -1.0029670000076294
19 	 -2.8160343170166016
20 	 -4.495121479034424
