Rank 	 Pose Confidence

1 	 0.8976379632949829
2 	 0.7981947064399719
3 	 0.7203596830368042
4 	 0.5948715209960938
5 	 0.5796071887016296
6 	 0.5738555788993835
7 	 0.5508643388748169
8 	 0.526049792766571
9 	 0.35142549872398376
10 	 -0.4935865104198456
11 	 -0.6320791840553284
12 	 -0.6468930840492249
13 	 -0.8595947623252869
14 	 -0.8646225333213806
15 	 -0.8909652829170227
16 	 -2.4845612049102783
17 	 -2.504957914352417
18 	 -2.818880081176758
19 	 -3.440662145614624
20 	 -4.232161998748779
