Rank 	 Pose Confidence

1 	 0.5780794024467468
2 	 0.5130100846290588
3 	 0.47448602318763733
4 	 0.47392287850379944
5 	 0.47124436497688293
6 	 0.4654635488986969
7 	 0.4288043677806854
8 	 0.4255308210849762
9 	 0.4159366488456726
10 	 0.4095313549041748
11 	 0.3314256966114044
12 	 0.3039837181568146
13 	 0.2587306499481201
14 	 0.20197927951812744
15 	 0.09300600737333298
16 	 0.05167204886674881
17 	 0.03439445048570633
18 	 -0.01617317646741867
19 	 -0.054718635976314545
20 	 -0.6418110728263855
