Rank 	 Pose Confidence

1 	 0.37739694118499756
2 	 0.37155577540397644
3 	 0.35578468441963196
4 	 0.34446731209754944
5 	 0.312056303024292
6 	 0.30127424001693726
7 	 0.2687023878097534
8 	 0.24374637007713318
9 	 0.2434617578983307
10 	 0.2110288441181183
11 	 0.20482787489891052
12 	 0.13910287618637085
13 	 0.12003684788942337
14 	 -0.1710803210735321
15 	 -0.3027240037918091
16 	 -0.3046138882637024
17 	 -0.5590035319328308
18 	 -0.5900633931159973
19 	 -0.8101149201393127
20 	 -0.8219401240348816
